aircraft,callsign,squawk,altitudeMetres,eventUri,event,aircraftLat,aircraftLon,eventLat,eventLon,distanceKm2
https://thesis.tum.de/baltic-sea-monitoring/instances/3e1f88,VIPER13,7777,232.0,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1001,POL1001,54.345,18.63,54.352,18.6466,1.7714559776
https://thesis.tum.de/baltic-sea-monitoring/instances/3e1f88,VIPER13,7777,232.0,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1003,POL1003,54.345,18.63,54.352,18.6466,1.7714559776
https://thesis.tum.de/baltic-sea-monitoring/instances/3e1f88,VIPER13,7777,251.9,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1001,POL1001,54.345,18.63,54.352,18.6466,1.7714559776
https://thesis.tum.de/baltic-sea-monitoring/instances/3e1f88,VIPER13,7777,251.9,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1003,POL1003,54.345,18.63,54.352,18.6466,1.7714559776
https://thesis.tum.de/baltic-sea-monitoring/instances/4d02f4,RCH285,7775,688.0,https://thesis.tum.de/baltic-sea-monitoring/instances/LTU1001,LTU1001,55.718,21.16,55.7033,21.1443,3.719238301216
https://thesis.tum.de/baltic-sea-monitoring/instances/4d02f4,RCH285,7775,688.0,https://thesis.tum.de/baltic-sea-monitoring/instances/LTU1002,LTU1002,55.718,21.16,55.7033,21.1443,3.719238301216
https://thesis.tum.de/baltic-sea-monitoring/instances/4d02f4,RCH285,7775,703.4,https://thesis.tum.de/baltic-sea-monitoring/instances/LTU1001,LTU1001,55.718,21.16,55.7033,21.1443,3.719238301216
https://thesis.tum.de/baltic-sea-monitoring/instances/4d02f4,RCH285,7775,703.4,https://thesis.tum.de/baltic-sea-monitoring/instances/LTU1002,LTU1002,55.718,21.16,55.7033,21.1443,3.719238301216
https://thesis.tum.de/baltic-sea-monitoring/instances/3f7a21,VIPER12,7777,505.0,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1001,POL1001,54.3801,18.612,54.352,18.6466,14.842960560464
https://thesis.tum.de/baltic-sea-monitoring/instances/3f7a21,VIPER12,7777,505.0,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1003,POL1003,54.3801,18.612,54.352,18.6466,14.842960560464
