aircraft,callsign,squawk,altitudeMetres,eventUri,event,aircraftLat,aircraftLon,eventLat,eventLon,distanceKm2
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_3e1f88,VIPER13,7777,232.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_POL1001,Baltic Monitoring Desk,54.345,18.63,54.352,18.6466,1.7714559776
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_3e1f88,VIPER13,7777,232.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_POL1003,Baltic Monitoring Desk,54.345,18.63,54.352,18.6466,1.7714559776
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_4d02f4,RCH285,7775,688.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_LTU1001,Baltic Monitoring Desk,55.718,21.16,55.7033,21.1443,3.719238301216
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_4d02f4,RCH285,7775,688.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_LTU1002,Baltic Monitoring Desk,55.718,21.16,55.7033,21.1443,3.719238301216
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_3f7a21,VIPER12,7777,505.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_POL1001,Baltic Monitoring Desk,54.3801,18.612,54.352,18.6466,14.842960560464
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_3f7a21,VIPER12,7777,505.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_POL1003,Baltic Monitoring Desk,54.3801,18.612,54.352,18.6466,14.842960560464
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_ab58b2,VIPER11,7777,430.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_POL1001,Baltic Monitoring Desk,54.401,18.71,54.352,18.6466,46.7361749024
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_ab58b2,VIPER11,7777,430.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_POL1003,Baltic Monitoring Desk,54.401,18.71,54.352,18.6466,46.7361749024
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_4841b9,FALCON03,7776,1180.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_POL1001,Baltic Monitoring Desk,54.29,18.55,54.352,18.6466,87.0612363856
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_4841b9,FALCON03,7776,1180.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_POL1003,Baltic Monitoring Desk,54.29,18.55,54.352,18.6466,87.0612363856
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_3f7a21,VIPER12,7777,505.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_POL1002,Baltic Monitoring Desk,54.3801,18.612,54.5189,18.5305,266.803582128656
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_ab58b2,VIPER11,7777,430.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_POL1002,Baltic Monitoring Desk,54.401,18.71,54.5189,18.5305,308.386416388384
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_3e1f88,VIPER13,7777,232.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_POL1002,Baltic Monitoring Desk,54.345,18.63,54.5189,18.5305,416.581936918304
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_4841b9,FALCON03,7776,1180.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_POL1002,Baltic Monitoring Desk,54.29,18.55,54.5189,18.5305,650.895459647904
https://thesis.tum.de/baltic-sea-monitoring/instances/ac_46b8c7,VIPER21,7777,461.0,https://thesis.tum.de/baltic-sea-monitoring/instances/action_FIN1001,Baltic Monitoring Desk,59.937,24.7556,60.1699,24.9384,813.361592839184
