vesselUri,vessel,vesselType,vesselFlagRaw,country,eventUri,event
https://thesis.tum.de/baltic-sea-monitoring/instances/900002,LNS ZEMAITIS,Military,LT,Lithuania,https://thesis.tum.de/baltic-sea-monitoring/instances/acled_event_LTU1001,LTU1001
https://thesis.tum.de/baltic-sea-monitoring/instances/900002,LYZM,Military,LT,Lithuania,https://thesis.tum.de/baltic-sea-monitoring/instances/acled_event_LTU1001,LTU1001
https://thesis.tum.de/baltic-sea-monitoring/instances/900000,ORP GENERAL PULASKI,Military,PL,Poland,https://thesis.tum.de/baltic-sea-monitoring/instances/acled_event_POL1001,POL1001
https://thesis.tum.de/baltic-sea-monitoring/instances/900000,ORP GENERAL PULASKI,Military,PL,Poland,https://thesis.tum.de/baltic-sea-monitoring/instances/acled_event_POL1002,POL1002
https://thesis.tum.de/baltic-sea-monitoring/instances/900001,ORP ORZEL,Military,PL,Poland,https://thesis.tum.de/baltic-sea-monitoring/instances/acled_event_POL1001,POL1001
https://thesis.tum.de/baltic-sea-monitoring/instances/900001,ORP ORZEL,Military,PL,Poland,https://thesis.tum.de/baltic-sea-monitoring/instances/acled_event_POL1002,POL1002
https://thesis.tum.de/baltic-sea-monitoring/instances/900000,SPGP,Military,PL,Poland,https://thesis.tum.de/baltic-sea-monitoring/instances/acled_event_POL1001,POL1001
https://thesis.tum.de/baltic-sea-monitoring/instances/900000,SPGP,Military,PL,Poland,https://thesis.tum.de/baltic-sea-monitoring/instances/acled_event_POL1002,POL1002
https://thesis.tum.de/baltic-sea-monitoring/instances/900001,SPOR,Military,PL,Poland,https://thesis.tum.de/baltic-sea-monitoring/instances/acled_event_POL1001,POL1001
https://thesis.tum.de/baltic-sea-monitoring/instances/900001,SPOR,Military,PL,Poland,https://thesis.tum.de/baltic-sea-monitoring/instances/acled_event_POL1002,POL1002
