run_id,experiment_name,provider,llm_model,strategy,ontology_format,include_descriptions,precision,recall,f1,tp,fp,fn,entities_matched,entities_unmatched_gold,entities_unmatched_generated,error
20260821_061328_c25a16c2,2026-08-21-0812-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,class_list,False,0.33222591362126247,0.5154639175257731,0.40404040404040403,100,201,94,40,17,36,
20260821_061328_5b3b9981,2026-08-21-0812-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,class_list,True,0.29239766081871343,0.5154639175257731,0.3731343283582089,100,242,94,40,17,46,
20260821_061328_e7120988,2026-08-21-0812-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,compact,False,0.2,0.10309278350515463,0.13605442176870747,20,80,174,10,47,10,
20260821_061328_f89c1b89,2026-08-21-0812-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,compact,True,0.26525198938992045,0.5154639175257731,0.3502626970227671,100,277,94,40,17,58,
20260821_061328_0489cf16,2026-08-21-0812-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,json_ld,False,0.3816793893129771,0.25773195876288657,0.3076923076923077,50,81,144,20,37,9,
20260821_061328_498acfa9,2026-08-21-0812-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,json_ld,True,0.3816793893129771,0.25773195876288657,0.3076923076923077,50,81,144,20,37,9,
20260821_061328_f1411208,2026-08-21-0812-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,turtle,False,0.19801980198019803,0.10309278350515463,0.13559322033898305,20,81,174,10,47,9,
20260821_061328_7c200b8b,2026-08-21-0812-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,turtle,True,0.17391304347826086,0.10309278350515463,0.12944983818770228,20,95,174,10,47,11,
20260821_061328_e793638f,2026-08-21-0812-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,few_shot,class_list,False,0.2331002331002331,0.5154639175257731,0.32102728731942215,100,329,94,40,17,68,
20260821_061328_41be121a,2026-08-21-0812-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,few_shot,class_list,True,0.2127659574468085,0.5154639175257731,0.30120481927710846,100,370,94,40,17,78,
20260821_061328_ec7bfcba,2026-08-21-0812-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,few_shot,compact,False,0.26525198938992045,0.5154639175257731,0.3502626970227671,100,277,94,40,17,58,
