run_id,experiment_name,provider,llm_model,strategy,ontology_format,include_descriptions,precision,recall,f1,tp,fp,fn,entities_matched,entities_unmatched_gold,entities_unmatched_generated,error
20260812_210759_b9d36acb,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,class_list,False,0.5986159169550173,0.6479400749063671,0.6223021582733812,173,116,94,49,8,0,
20260812_210759_43d701ee,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,class_list,True,0.047619047619047616,0.01486988847583643,0.0226628895184136,4,80,265,2,55,15,
20260812_210759_b238ea10,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,compact,False,0.6013289036544851,0.6908396946564885,0.6429840142095915,181,120,81,57,0,22,
20260812_210759_13d84162,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,compact,True,0.75,0.11152416356877323,0.19417475728155337,30,10,239,10,47,0,
20260812_210759_487c0ef2,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,json_ld,True,0.4166666666666667,0.18587360594795538,0.2570694087403599,50,70,219,10,47,0,
20260812_210759_bfbb477d,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,turtle,False,0.656957928802589,0.7748091603053435,0.7110332749562173,203,106,59,57,0,15,
20260812_210759_a6f9da94,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,class_list,False,0.5833333333333334,0.5243445692883895,0.5522682445759368,140,100,127,49,8,2,
20260812_210759_00ebaf82,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,class_list,True,0.5967213114754099,0.6816479400749064,0.6363636363636364,182,123,85,47,10,0,
20260812_210759_ccb719f0,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,compact,False,0.7436974789915967,0.6629213483146067,0.700990099009901,177,61,90,47,10,4,
20260812_210759_bb3e7885,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,compact,True,0.49079754601226994,0.299625468164794,0.37209302325581395,80,83,187,25,32,19,
20260812_210759_1b3268c3,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,json_ld,False,0.7034482758620689,0.379182156133829,0.49275362318840576,102,43,167,23,34,0,
20260812_210759_c8bf9883,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,json_ld,True,0.37669376693766937,0.5205992509363296,0.4371069182389937,139,230,128,36,21,38,
20260812_210759_d0c26c0e,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,turtle,False,0.7798165137614679,0.6367041198501873,0.7010309278350515,170,48,97,47,10,0,
20260812_210759_c3f52959,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,turtle,True,0.6026058631921825,0.6928838951310862,0.6445993031358886,185,122,82,47,10,4,
20260812_210759_14788ad8,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,class_list,False,0.7045454545454546,0.46096654275092935,0.5573033707865168,124,52,145,29,28,0,
20260812_210759_9d61746c,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,class_list,True,0.42105263157894735,0.20817843866171004,0.27860696517412936,56,77,213,18,39,11,
20260812_210759_c1f4173c,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,compact,False,0.6545454545454545,0.6741573033707865,0.6642066420664207,180,95,87,47,10,0,
20260812_210759_5f879e82,2026-08-12-2307-acled-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,compact,True,0.44755244755244755,0.48854961832061067,0.4671532846715329,128,158,134,44,13,26,
