run_id,experiment_name,provider,llm_model,strategy,ontology_format,include_descriptions,precision,recall,f1,tp,fp,fn,entities_matched,entities_unmatched_gold,entities_unmatched_generated,error
20260813_192718_d9442b16,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,class_list,False,0.3618421052631579,0.5670103092783505,0.4417670682730923,110,194,84,40,17,37,
20260813_192718_15f8e714,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,class_list,True,0.13333333333333333,0.10309278350515463,0.11627906976744186,20,130,174,10,47,19,
20260813_192718_de2ccf12,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,compact,False,0.19305019305019305,0.25773195876288657,0.22075055187637968,50,209,144,20,37,48,
20260813_192718_ec3c1606,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,compact,True,0.29850746268656714,0.20618556701030927,0.24390243902439027,40,94,154,20,37,16,
20260813_192718_f854cf41,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,json_ld,False,0.17543859649122806,0.10309278350515463,0.12987012987012989,20,94,174,10,47,11,
20260813_192718_8d0e3bf2,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,json_ld,True,0.18181818181818182,0.10309278350515463,0.13157894736842102,20,90,174,10,47,9,
20260813_192718_55114d26,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,turtle,False,0.311614730878187,0.5670103092783505,0.40219378427787933,110,243,84,40,17,46,
20260813_192718_e3b894ce,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,turtle,True,0.12578616352201258,0.10309278350515463,0.11331444759206799,20,139,174,10,47,9,
20260813_192718_ce0688ea,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,class_list,False,0.3503184713375796,0.5670103092783505,0.4330708661417323,110,204,84,40,17,47,
20260813_192718_d0d4b75e,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,class_list,True,0.17006802721088435,0.25773195876288657,0.20491803278688525,50,244,144,20,37,67,
20260813_192718_155ad3e9,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,compact,True,0.1592356687898089,0.25773195876288657,0.1968503937007874,50,264,144,20,37,67,
20260813_192718_24d930ec,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,json_ld,False,0.3064066852367688,0.5670103092783505,0.3978300180831826,110,249,84,40,17,48,
20260813_192718_e566ce6c,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,json_ld,True,0.20491803278688525,0.25773195876288657,0.228310502283105,50,194,144,20,37,47,
20260813_192718_a8bdd904,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,turtle,False,0.21052631578947367,0.41237113402061853,0.2787456445993031,80,300,114,30,27,60,
20260813_192718_855fff91,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,class_list,False,0.29333333333333333,0.5670103092783505,0.3866432337434095,110,265,84,40,17,57,
20260813_192718_34d40499,2026-08-13-2126-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,class_list,True,0.3076923076923077,0.41237113402061853,0.35242290748898675,80,180,114,30,27,40,
